Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MainDomain,Skills,ContractType,Seniority,Certifications,AbsenceDaysLast12Months,MainAbsenceType,AttritionReason,ProjectHistory,SnapshotYear,MonthlyIncomeAtSnapshot,JobLevelAtSnapshot
27,No,Travel_Rarely,1115,DevOps & Cloud,3,4,Reseaux & Telecoms,700,1,Male,54,2,1,Ingenieur DevOps,4,Single,2045,15174,0,No,13,3,4,0,5,0,3,4,2,1,1,DevOps / Cloud / Infrastructure,"Kubernetes, Docker, GCP, Terraform, REST API, Azure, CI/CD",CDI,Confirme,Aucune,21,Maladie longue / Arret,Toujours en poste,"DevOps / Cloud / Infrastructure - Projet client 2023 (Ingenieur, 2023); DevOps / Cloud / Infrastructure - Projet client 2022 (Developpeur, 2022); DevOps / Cloud / Infrastructure - POC 2021 (Consultant, 2021)",2024,2083,1
27,No,Travel_Rarely,1115,DevOps & Cloud,3,4,Reseaux & Telecoms,700,1,Male,54,2,1,Ingenieur DevOps,4,Single,2045,15174,0,No,13,3,4,0,5,0,3,4,2,1,1,DevOps / Cloud / Infrastructure,"Kubernetes, Docker, GCP, Terraform, REST API, Azure, CI/CD",CDI,Confirme,Aucune,21,Maladie longue / Arret,Toujours en poste,"DevOps / Cloud / Infrastructure - Projet client 2023 (Ingenieur, 2023); DevOps / Cloud / Infrastructure - Projet client 2022 (Developpeur, 2022); DevOps / Cloud / Infrastructure - POC 2021 (Consultant, 2021)",2023,2126,1
20,Yes,Travel_Rarely,1362,QA / Test & Recette,10,1,Genie Logiciel,701,4,Male,32,3,1,Ingenieur Test Performance,3,Single,1009,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,1,Test / QA / Automatisation,"REST API, Git, Linux, JUnit, TestNG",CDI,Junior,Aucune,10,Conges / RTT / courts arrets,"salaire insuffisant, peu d augmentation","Test / QA / Automatisation - Maintenance 2025 (Analyste Junior, 2025); Test / QA / Automatisation - Refonte 2024 (Analyste Junior, 2024); Test / QA / Automatisation - Audit 2023 (Developpeur, 2023); Test / QA / Automatisation - Refonte 2021 (Developpeur, 2021); Test / QA / Automatisation - Migration 2020 (Analyste Junior, 2020); Test / QA / Automatisation - POC 2019 (Testeur, 2019)",2025,1049,2
20,Yes,Travel_Rarely,1362,QA / Test & Recette,10,1,Genie Logiciel,701,4,Male,32,3,1,Ingenieur Test Performance,3,Single,1009,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,1,Test / QA / Automatisation,"REST API, Git, Linux, JUnit, TestNG",CDI,Junior,Aucune,10,Conges / RTT / courts arrets,"salaire insuffisant, peu d augmentation","Test / QA / Automatisation - Maintenance 2025 (Analyste Junior, 2025); Test / QA / Automatisation - Refonte 2024 (Analyste Junior, 2024); Test / QA / Automatisation - Audit 2023 (Developpeur, 2023); Test / QA / Automatisation - Refonte 2021 (Developpeur, 2021); Test / QA / Automatisation - Migration 2020 (Analyste Junior, 2020); Test / QA / Automatisation - POC 2019 (Testeur, 2019)",2024,1085,2
20,Yes,Travel_Rarely,1362,QA / Test & Recette,10,1,Genie Logiciel,701,4,Male,32,3,1,Ingenieur Test Performance,3,Single,1009,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,1,Test / QA / Automatisation,"REST API, Git, Linux, JUnit, TestNG",CDI,Junior,Aucune,10,Conges / RTT / courts arrets,"salaire insuffisant, peu d augmentation","Test / QA / Automatisation - Maintenance 2025 (Analyste Junior, 2025); Test / QA / Automatisation - Refonte 2024 (Analyste Junior, 2024); Test / QA / Automatisation - Audit 2023 (Developpeur, 2023); Test / QA / Automatisation - Refonte 2021 (Developpeur, 2021); Test / QA / Automatisation - Migration 2020 (Analyste Junior, 2020); Test / QA / Automatisation - POC 2019 (Testeur, 2019)",2023,1121,1
20,Yes,Travel_Rarely,1362,QA / Test & Recette,10,1,Genie Logiciel,701,4,Male,32,3,1,Ingenieur Test Performance,3,Single,1009,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,1,Test / QA / Automatisation,"REST API, Git, Linux, JUnit, TestNG",CDI,Junior,Aucune,10,Conges / RTT / courts arrets,"salaire insuffisant, peu d augmentation","Test / QA / Automatisation - Maintenance 2025 (Analyste Junior, 2025); Test / QA / Automatisation - Refonte 2024 (Analyste Junior, 2024); Test / QA / Automatisation - Audit 2023 (Developpeur, 2023); Test / QA / Automatisation - Refonte 2021 (Developpeur, 2021); Test / QA / Automatisation - Migration 2020 (Analyste Junior, 2020); Test / QA / Automatisation - POC 2019 (Testeur, 2019)",2022,1008,1
20,Yes,Travel_Rarely,1362,QA / Test & Recette,10,1,Genie Logiciel,701,4,Male,32,3,1,Ingenieur Test Performance,3,Single,1009,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,1,Test / QA / Automatisation,"REST API, Git, Linux, JUnit, TestNG",CDI,Junior,Aucune,10,Conges / RTT / courts arrets,"salaire insuffisant, peu d augmentation","Test / QA / Automatisation - Maintenance 2025 (Analyste Junior, 2025); Test / QA / Automatisation - Refonte 2024 (Analyste Junior, 2024); Test / QA / Automatisation - Audit 2023 (Developpeur, 2023); Test / QA / Automatisation - Refonte 2021 (Developpeur, 2021); Test / QA / Automatisation - Migration 2020 (Analyste Junior, 2020); Test / QA / Automatisation - POC 2019 (Testeur, 2019)",2021,1059,1
33,Yes,Travel_Frequently,1076,DSI,3,3,Commerce / Management,702,1,Male,70,3,1,Architecte SI,1,Single,3348,3164,1,Yes,11,3,1,0,10,3,3,10,8,9,7,Architecture & Securite SI,"ISO 27001, Python, ArchiMate, TOGAF, Firewall, Cybersecurite, PKI",CDD,Senior,"ISO 27001 Lead Auditor, CISSP",19,Conges / RTT / courts arrets,"salaire insuffisant, peu d augmentation, pas de promotion recente","Architecture & Securite SI - Projet client 2025 (Tech Lead, 2025); Architecture & Securite SI - Maintenance 2024 (Consultant Senior, 2024); Architecture & Securite SI - Nouvelle implementation 2023 (Architecte, 2023); Architecture & Securite SI - Optimisation 2022 (Tech Lead, 2022); Architecture & Securite SI - Optimisation 2020 (Tech Lead, 2020)",2025,3709,2
33,Yes,Travel_Frequently,1076,DSI,3,3,Commerce / Management,702,1,Male,70,3,1,Architecte SI,1,Single,3348,3164,1,Yes,11,3,1,0,10,3,3,10,8,9,7,Architecture & Securite SI,"ISO 27001, Python, ArchiMate, TOGAF, Firewall, Cybersecurite, PKI",CDD,Senior,"ISO 27001 Lead Auditor, CISSP",19,Conges / RTT / courts arrets,"salaire insuffisant, peu d augmentation, pas de promotion recente","Architecture & Securite SI - Projet client 2025 (Tech Lead, 2025); Architecture & Securite SI - Maintenance 2024 (Consultant Senior, 2024); Architecture & Securite SI - Nouvelle implementation 2023 (Architecte, 2023); Architecture & Securite SI - Optimisation 2022 (Tech Lead, 2022); Architecture & Securite SI - Optimisation 2020 (Tech Lead, 2020)",2024,3755,1
33,Yes,Travel_Frequently,1076,DSI,3,3,Commerce / Management,702,1,Male,70,3,1,Architecte SI,1,Single,3348,3164,1,Yes,11,3,1,0,10,3,3,10,8,9,7,Architecture & Securite SI,"ISO 27001, Python, ArchiMate, TOGAF, Firewall, Cybersecurite, PKI",CDD,Senior,"ISO 27001 Lead Auditor, CISSP",19,Conges / RTT / courts arrets,"salaire insuffisant, peu d augmentation, pas de promotion recente","Architecture & Securite SI - Projet client 2025 (Tech Lead, 2025); Architecture & Securite SI - Maintenance 2024 (Consultant Senior, 2024); Architecture & Securite SI - Nouvelle implementation 2023 (Architecte, 2023); Architecture & Securite SI - Optimisation 2022 (Tech Lead, 2022); Architecture & Securite SI - Optimisation 2020 (Tech Lead, 2020)",2023,3282,1
33,Yes,Travel_Frequently,1076,DSI,3,3,Commerce / Management,702,1,Male,70,3,1,Architecte SI,1,Single,3348,3164,1,Yes,11,3,1,0,10,3,3,10,8,9,7,Architecture & Securite SI,"ISO 27001, Python, ArchiMate, TOGAF, Firewall, Cybersecurite, PKI",CDD,Senior,"ISO 27001 Lead Auditor, CISSP",19,Conges / RTT / courts arrets,"salaire insuffisant, peu d augmentation, pas de promotion recente","Architecture & Securite SI - Projet client 2025 (Tech Lead, 2025); Architecture & Securite SI - Maintenance 2024 (Consultant Senior, 2024); Architecture & Securite SI - Nouvelle implementation 2023 (Architecte, 2023); Architecture & Securite SI - Optimisation 2022 (Tech Lead, 2022); Architecture & Securite SI - Optimisation 2020 (Tech Lead, 2020)",2022,3597,1
33,Yes,Travel_Frequently,1076,DSI,3,3,Commerce / Management,702,1,Male,70,3,1,Architecte SI,1,Single,3348,3164,1,Yes,11,3,1,0,10,3,3,10,8,9,7,Architecture & Securite SI,"ISO 27001, Python, ArchiMate, TOGAF, Firewall, Cybersecurite, PKI",CDD,Senior,"ISO 27001 Lead Auditor, CISSP",19,Conges / RTT / courts arrets,"salaire insuffisant, peu d augmentation, pas de promotion recente","Architecture & Securite SI - Projet client 2025 (Tech Lead, 2025); Architecture & Securite SI - Maintenance 2024 (Consultant Senior, 2024); Architecture & Securite SI - Nouvelle implementation 2023 (Architecte, 2023); Architecture & Securite SI - Optimisation 2022 (Tech Lead, 2022); Architecture & Securite SI - Optimisation 2020 (Tech Lead, 2020)",2021,3584,1
35,No,Non-Travel,727,DSI,3,3,Informatique,704,3,Male,41,2,1,Architecte SI,3,Married,1281,16900,1,No,18,3,3,2,1,3,3,1,0,0,0,Architecture & Securite SI,"Docker, Git, IAM, RGPD, TOGAF, ISO 27001",CDD,Junior,Aucune,28,Maladie longue / Arret,Toujours en poste,"Architecture & Securite SI - Maintenance 2025 (Analyste Junior, 2025); Architecture & Securite SI - Refonte 2023 (Developpeur, 2023); Architecture & Securite SI - Projet client 2020 (Testeur, 2020); Architecture & Securite SI - Optimisation 2019 (Analyste Junior, 2019)",2025,1421,1
35,No,Non-Travel,727,DSI,3,3,Informatique,704,3,Male,41,2,1,Architecte SI,3,Married,1281,16900,1,No,18,3,3,2,1,3,3,1,0,0,0,Architecture & Securite SI,"Docker, Git, IAM, RGPD, TOGAF, ISO 27001",CDD,Junior,Aucune,28,Maladie longue / Arret,Toujours en poste,"Architecture & Securite SI - Maintenance 2025 (Analyste Junior, 2025); Architecture & Securite SI - Refonte 2023 (Developpeur, 2023); Architecture & Securite SI - Projet client 2020 (Testeur, 2020); Architecture & Securite SI - Optimisation 2019 (Analyste Junior, 2019)",2024,1346,1
35,No,Non-Travel,727,DSI,3,3,Informatique,704,3,Male,41,2,1,Architecte SI,3,Married,1281,16900,1,No,18,3,3,2,1,3,3,1,0,0,0,Architecture & Securite SI,"Docker, Git, IAM, RGPD, TOGAF, ISO 27001",CDD,Junior,Aucune,28,Maladie longue / Arret,Toujours en poste,"Architecture & Securite SI - Maintenance 2025 (Analyste Junior, 2025); Architecture & Securite SI - Refonte 2023 (Developpeur, 2023); Architecture & Securite SI - Projet client 2020 (Testeur, 2020); Architecture & Securite SI - Optimisation 2019 (Analyste Junior, 2019)",2023,1447,1
23,No,Travel_Rarely,885,Business Intelligence & Data,4,3,Mathematiques & Statistiques,705,1,Male,58,4,1,Developpeur ETL,1,Married,2819,8544,2,No,16,3,1,1,5,3,4,3,2,0,2,Business Intelligence / Data Viz,"Tableau, ETL, Data Modeling",CDI,Confirme,Tableau Desktop Specialist,40,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - Migration 2025 (Developpeur, 2025); Business Intelligence / Data Viz - Optimisation 2024 (Analyste, 2024); Business Intelligence / Data Viz - Evolution 2023 (Consultant, 2023); Business Intelligence / Data Viz - Nouvelle implementation 2021 (Consultant, 2021); Business Intelligence / Data Viz - Integration 2020 (Analyste, 2020)",2025,2862,1
23,No,Travel_Rarely,885,Business Intelligence & Data,4,3,Mathematiques & Statistiques,705,1,Male,58,4,1,Developpeur ETL,1,Married,2819,8544,2,No,16,3,1,1,5,3,4,3,2,0,2,Business Intelligence / Data Viz,"Tableau, ETL, Data Modeling",CDI,Confirme,Tableau Desktop Specialist,40,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - Migration 2025 (Developpeur, 2025); Business Intelligence / Data Viz - Optimisation 2024 (Analyste, 2024); Business Intelligence / Data Viz - Evolution 2023 (Consultant, 2023); Business Intelligence / Data Viz - Nouvelle implementation 2021 (Consultant, 2021); Business Intelligence / Data Viz - Integration 2020 (Analyste, 2020)",2024,2941,1
25,No,Travel_Rarely,810,QA / Test & Recette,8,3,Reseaux & Telecoms,707,4,Male,57,4,2,Testeur Automatisation,2,Married,4851,15678,0,No,22,4,3,1,4,4,3,3,2,1,2,Test / QA / Automatisation,"Jira, Postman, JUnit, Selenium, Robot Framework, Cypress, Cucumber",CDI,Confirme,Selenium Certified,41,Maladie longue / Arret,Toujours en poste,"Test / QA / Automatisation - Audit 2025 (Developpeur, 2025); Test / QA / Automatisation - Optimisation 2024 (Ingenieur, 2024); Test / QA / Automatisation - Refonte 2023 (Developpeur, 2023); Test / QA / Automatisation - Projet client 2022 (Consultant, 2022); Test / QA / Automatisation - Migration 2020 (Consultant, 2020); Test / QA / Automatisation - Refonte 2019 (Analyste, 2019)",2025,5165,2
25,No,Travel_Rarely,810,QA / Test & Recette,8,3,Reseaux & Telecoms,707,4,Male,57,4,2,Testeur Automatisation,2,Married,4851,15678,0,No,22,4,3,1,4,4,3,3,2,1,2,Test / QA / Automatisation,"Jira, Postman, JUnit, Selenium, Robot Framework, Cypress, Cucumber",CDI,Confirme,Selenium Certified,41,Maladie longue / Arret,Toujours en poste,"Test / QA / Automatisation - Audit 2025 (Developpeur, 2025); Test / QA / Automatisation - Optimisation 2024 (Ingenieur, 2024); Test / QA / Automatisation - Refonte 2023 (Developpeur, 2023); Test / QA / Automatisation - Projet client 2022 (Consultant, 2022); Test / QA / Automatisation - Migration 2020 (Consultant, 2020); Test / QA / Automatisation - Refonte 2019 (Analyste, 2019)",2024,5312,2
25,No,Travel_Rarely,810,QA / Test & Recette,8,3,Reseaux & Telecoms,707,4,Male,57,4,2,Testeur Automatisation,2,Married,4851,15678,0,No,22,4,3,1,4,4,3,3,2,1,2,Test / QA / Automatisation,"Jira, Postman, JUnit, Selenium, Robot Framework, Cypress, Cucumber",CDI,Confirme,Selenium Certified,41,Maladie longue / Arret,Toujours en poste,"Test / QA / Automatisation - Audit 2025 (Developpeur, 2025); Test / QA / Automatisation - Optimisation 2024 (Ingenieur, 2024); Test / QA / Automatisation - Refonte 2023 (Developpeur, 2023); Test / QA / Automatisation - Projet client 2022 (Consultant, 2022); Test / QA / Automatisation - Migration 2020 (Consultant, 2020); Test / QA / Automatisation - Refonte 2019 (Analyste, 2019)",2023,4950,2
25,No,Travel_Rarely,810,QA / Test & Recette,8,3,Reseaux & Telecoms,707,4,Male,57,4,2,Testeur Automatisation,2,Married,4851,15678,0,No,22,4,3,1,4,4,3,3,2,1,2,Test / QA / Automatisation,"Jira, Postman, JUnit, Selenium, Robot Framework, Cypress, Cucumber",CDI,Confirme,Selenium Certified,41,Maladie longue / Arret,Toujours en poste,"Test / QA / Automatisation - Audit 2025 (Developpeur, 2025); Test / QA / Automatisation - Optimisation 2024 (Ingenieur, 2024); Test / QA / Automatisation - Refonte 2023 (Developpeur, 2023); Test / QA / Automatisation - Projet client 2022 (Consultant, 2022); Test / QA / Automatisation - Migration 2020 (Consultant, 2020); Test / QA / Automatisation - Refonte 2019 (Analyste, 2019)",2022,4944,2
38,No,Travel_Rarely,243,Gestion de Projet / PMO,7,4,Reseaux & Telecoms,709,4,Female,46,2,2,Scrum Master,4,Single,4028,7791,0,No,20,4,1,0,8,2,3,7,7,0,5,Gestion de Projet / Scrum,"Jira, MS Project, SAFe",CDI,Senior,"PSM II, PRINCE2",33,Maladie longue / Arret,Toujours en poste,"Gestion de Projet / Scrum - Migration 2022 (Lead Dev, 2022); Gestion de Projet / Scrum - Evolution 2021 (Lead Dev, 2021); Gestion de Projet / Scrum - Migration 2019 (Lead Dev, 2019)",2025,4599,2
38,No,Travel_Rarely,243,Gestion de Projet / PMO,7,4,Reseaux & Telecoms,709,4,Female,46,2,2,Scrum Master,4,Single,4028,7791,0,No,20,4,1,0,8,2,3,7,7,0,5,Gestion de Projet / Scrum,"Jira, MS Project, SAFe",CDI,Senior,"PSM II, PRINCE2",33,Maladie longue / Arret,Toujours en poste,"Gestion de Projet / Scrum - Migration 2022 (Lead Dev, 2022); Gestion de Projet / Scrum - Evolution 2021 (Lead Dev, 2021); Gestion de Projet / Scrum - Migration 2019 (Lead Dev, 2019)",2024,4475,2
38,No,Travel_Rarely,243,Gestion de Projet / PMO,7,4,Reseaux & Telecoms,709,4,Female,46,2,2,Scrum Master,4,Single,4028,7791,0,No,20,4,1,0,8,2,3,7,7,0,5,Gestion de Projet / Scrum,"Jira, MS Project, SAFe",CDI,Senior,"PSM II, PRINCE2",33,Maladie longue / Arret,Toujours en poste,"Gestion de Projet / Scrum - Migration 2022 (Lead Dev, 2022); Gestion de Projet / Scrum - Evolution 2021 (Lead Dev, 2021); Gestion de Projet / Scrum - Migration 2019 (Lead Dev, 2019)",2023,4503,2
29,No,Travel_Frequently,806,Developpement Web & Mobile,1,4,Reseaux & Telecoms,710,2,Male,76,1,1,Developpeur Frontend,4,Divorced,2720,18959,1,No,18,3,4,1,10,5,3,10,7,2,8,Developpement Fullstack JS / Web,"HTML/CSS, SQL, Swift, Flutter, React",CDI,Senior,"Google Mobile Web Specialist, Meta Front-End Developer, AWS Developer Associate",0,Peu ou pas d absence,Toujours en poste,"Developpement Fullstack JS / Web - Optimisation 2025 (Tech Lead, 2025); Developpement Fullstack JS / Web - Projet client 2024 (Architecte, 2024); Developpement Fullstack JS / Web - Nouvelle implementation 2023 (Lead Dev, 2023); Developpement Fullstack JS / Web - Integration 2021 (Tech Lead, 2021); Developpement Fullstack JS / Web - Refonte 2020 (Lead Dev, 2020); Developpement Fullstack JS / Web - Migration 2019 (Architecte, 2019)",2025,2969,1
29,No,Travel_Frequently,806,Developpement Web & Mobile,1,4,Reseaux & Telecoms,710,2,Male,76,1,1,Developpeur Frontend,4,Divorced,2720,18959,1,No,18,3,4,1,10,5,3,10,7,2,8,Developpement Fullstack JS / Web,"HTML/CSS, SQL, Swift, Flutter, React",CDI,Senior,"Google Mobile Web Specialist, Meta Front-End Developer, AWS Developer Associate",0,Peu ou pas d absence,Toujours en poste,"Developpement Fullstack JS / Web - Optimisation 2025 (Tech Lead, 2025); Developpement Fullstack JS / Web - Projet client 2024 (Architecte, 2024); Developpement Fullstack JS / Web - Nouvelle implementation 2023 (Lead Dev, 2023); Developpement Fullstack JS / Web - Integration 2021 (Tech Lead, 2021); Developpement Fullstack JS / Web - Refonte 2020 (Lead Dev, 2020); Developpement Fullstack JS / Web - Migration 2019 (Architecte, 2019)",2024,3027,1
29,No,Travel_Frequently,806,Developpement Web & Mobile,1,4,Reseaux & Telecoms,710,2,Male,76,1,1,Developpeur Frontend,4,Divorced,2720,18959,1,No,18,3,4,1,10,5,3,10,7,2,8,Developpement Fullstack JS / Web,"HTML/CSS, SQL, Swift, Flutter, React",CDI,Senior,"Google Mobile Web Specialist, Meta Front-End Developer, AWS Developer Associate",0,Peu ou pas d absence,Toujours en poste,"Developpement Fullstack JS / Web - Optimisation 2025 (Tech Lead, 2025); Developpement Fullstack JS / Web - Projet client 2024 (Architecte, 2024); Developpement Fullstack JS / Web - Nouvelle implementation 2023 (Lead Dev, 2023); Developpement Fullstack JS / Web - Integration 2021 (Tech Lead, 2021); Developpement Fullstack JS / Web - Refonte 2020 (Lead Dev, 2020); Developpement Fullstack JS / Web - Migration 2019 (Architecte, 2019)",2023,3104,1
29,No,Travel_Frequently,806,Developpement Web & Mobile,1,4,Reseaux & Telecoms,710,2,Male,76,1,1,Developpeur Frontend,4,Divorced,2720,18959,1,No,18,3,4,1,10,5,3,10,7,2,8,Developpement Fullstack JS / Web,"HTML/CSS, SQL, Swift, Flutter, React",CDI,Senior,"Google Mobile Web Specialist, Meta Front-End Developer, AWS Developer Associate",0,Peu ou pas d absence,Toujours en poste,"Developpement Fullstack JS / Web - Optimisation 2025 (Tech Lead, 2025); Developpement Fullstack JS / Web - Projet client 2024 (Architecte, 2024); Developpement Fullstack JS / Web - Nouvelle implementation 2023 (Lead Dev, 2023); Developpement Fullstack JS / Web - Integration 2021 (Tech Lead, 2021); Developpement Fullstack JS / Web - Refonte 2020 (Lead Dev, 2020); Developpement Fullstack JS / Web - Migration 2019 (Architecte, 2019)",2022,2889,1
48,No,Travel_Rarely,817,SAP & ERP,2,1,Informatique,712,2,Male,56,4,2,Consultant SAP,2,Married,8120,18597,3,No,12,3,4,0,12,3,3,2,2,2,2,SAP / ERP Integration,"SAP Fiori, SAP ABAP, SAP PI/PO",CDI,Senior,"SAP Fiori Certified, SAP Certified Application Associate",30,Maladie longue / Arret,Toujours en poste,"SAP / ERP Integration - Audit 2023 (Architecte, 2023); SAP / ERP Integration - Migration 2020 (Consultant Senior, 2020)",2025,8022,2
48,No,Travel_Rarely,817,SAP & ERP,2,1,Informatique,712,2,Male,56,4,2,Consultant SAP,2,Married,8120,18597,3,No,12,3,4,0,12,3,3,2,2,2,2,SAP / ERP Integration,"SAP Fiori, SAP ABAP, SAP PI/PO",CDI,Senior,"SAP Fiori Certified, SAP Certified Application Associate",30,Maladie longue / Arret,Toujours en poste,"SAP / ERP Integration - Audit 2023 (Architecte, 2023); SAP / ERP Integration - Migration 2020 (Consultant Senior, 2020)",2024,9036,2
48,No,Travel_Rarely,817,SAP & ERP,2,1,Informatique,712,2,Male,56,4,2,Consultant SAP,2,Married,8120,18597,3,No,12,3,4,0,12,3,3,2,2,2,2,SAP / ERP Integration,"SAP Fiori, SAP ABAP, SAP PI/PO",CDI,Senior,"SAP Fiori Certified, SAP Certified Application Associate",30,Maladie longue / Arret,Toujours en poste,"SAP / ERP Integration - Audit 2023 (Architecte, 2023); SAP / ERP Integration - Migration 2020 (Consultant Senior, 2020)",2023,8233,2
48,No,Travel_Rarely,817,SAP & ERP,2,1,Informatique,712,2,Male,56,4,2,Consultant SAP,2,Married,8120,18597,3,No,12,3,4,0,12,3,3,2,2,2,2,SAP / ERP Integration,"SAP Fiori, SAP ABAP, SAP PI/PO",CDI,Senior,"SAP Fiori Certified, SAP Certified Application Associate",30,Maladie longue / Arret,Toujours en poste,"SAP / ERP Integration - Audit 2023 (Architecte, 2023); SAP / ERP Integration - Migration 2020 (Consultant Senior, 2020)",2022,9027,2
27,No,Travel_Frequently,1410,Business Intelligence & Data,3,1,Informatique,714,4,Female,71,4,2,Data Analyst,4,Divorced,4647,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4,Business Intelligence / Data Viz,"Tableau, Data Modeling, Talend, Power BI, ETL, SQL, SSIS",CDD,Confirme,Microsoft PL-300 (Power BI),29,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - Audit 2024 (Ingenieur, 2024); Business Intelligence / Data Viz - Optimisation 2023 (Ingenieur, 2023); Business Intelligence / Data Viz - Projet client 2022 (Analyste, 2022); Business Intelligence / Data Viz - POC 2021 (Consultant, 2021); Business Intelligence / Data Viz - Migration 2019 (Developpeur, 2019)",2025,4486,2
27,No,Travel_Frequently,1410,Business Intelligence & Data,3,1,Informatique,714,4,Female,71,4,2,Data Analyst,4,Divorced,4647,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4,Business Intelligence / Data Viz,"Tableau, Data Modeling, Talend, Power BI, ETL, SQL, SSIS",CDD,Confirme,Microsoft PL-300 (Power BI),29,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - Audit 2024 (Ingenieur, 2024); Business Intelligence / Data Viz - Optimisation 2023 (Ingenieur, 2023); Business Intelligence / Data Viz - Projet client 2022 (Analyste, 2022); Business Intelligence / Data Viz - POC 2021 (Consultant, 2021); Business Intelligence / Data Viz - Migration 2019 (Developpeur, 2019)",2024,5268,2
27,No,Travel_Frequently,1410,Business Intelligence & Data,3,1,Informatique,714,4,Female,71,4,2,Data Analyst,4,Divorced,4647,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4,Business Intelligence / Data Viz,"Tableau, Data Modeling, Talend, Power BI, ETL, SQL, SSIS",CDD,Confirme,Microsoft PL-300 (Power BI),29,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - Audit 2024 (Ingenieur, 2024); Business Intelligence / Data Viz - Optimisation 2023 (Ingenieur, 2023); Business Intelligence / Data Viz - Projet client 2022 (Analyste, 2022); Business Intelligence / Data Viz - POC 2021 (Consultant, 2021); Business Intelligence / Data Viz - Migration 2019 (Developpeur, 2019)",2023,4820,2
27,No,Travel_Frequently,1410,Business Intelligence & Data,3,1,Informatique,714,4,Female,71,4,2,Data Analyst,4,Divorced,4647,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4,Business Intelligence / Data Viz,"Tableau, Data Modeling, Talend, Power BI, ETL, SQL, SSIS",CDD,Confirme,Microsoft PL-300 (Power BI),29,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - Audit 2024 (Ingenieur, 2024); Business Intelligence / Data Viz - Optimisation 2023 (Ingenieur, 2023); Business Intelligence / Data Viz - Projet client 2022 (Analyste, 2022); Business Intelligence / Data Viz - POC 2021 (Consultant, 2021); Business Intelligence / Data Viz - Migration 2019 (Developpeur, 2019)",2022,4429,2
27,No,Travel_Frequently,1410,Business Intelligence & Data,3,1,Informatique,714,4,Female,71,4,2,Data Analyst,4,Divorced,4647,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4,Business Intelligence / Data Viz,"Tableau, Data Modeling, Talend, Power BI, ETL, SQL, SSIS",CDD,Confirme,Microsoft PL-300 (Power BI),29,Maladie longue / Arret,Toujours en poste,"Business Intelligence / Data Viz - Audit 2024 (Ingenieur, 2024); Business Intelligence / Data Viz - Optimisation 2023 (Ingenieur, 2023); Business Intelligence / Data Viz - Projet client 2022 (Analyste, 2022); Business Intelligence / Data Viz - POC 2021 (Consultant, 2021); Business Intelligence / Data Viz - Migration 2019 (Developpeur, 2019)",2021,5234,3
37,No,Travel_Rarely,1225,Gestion de Projet / PMO,10,2,Reseaux & Telecoms,715,4,Male,80,4,1,Chef de Projet,4,Single,4680,15232,3,No,17,3,1,0,4,2,3,1,0,0,0,Gestion de Projet / Scrum,"Confluence, PMP, SAFe, Jira, MS Project, Risk Management, Scrum",CDI,Confirme,"PRINCE2, SAFe Agilist",17,Conges / RTT / courts arrets,Toujours en poste,"Gestion de Projet / Scrum - Refonte 2024 (Developpeur, 2024); Gestion de Projet / Scrum - Audit 2023 (Ingenieur, 2023); Gestion de Projet / Scrum - Optimisation 2022 (Analyste, 2022); Gestion de Projet / Scrum - Nouvelle implementation 2021 (Analyste, 2021); Gestion de Projet / Scrum - Evolution 2020 (Ingenieur, 2020); Gestion de Projet / Scrum - Nouvelle implementation 2019 (Developpeur, 2019)",2025,5098,1
